"Posting_Date","Application_Deadline","Position","Job_Category","Institution","Department","Salary_Min","Salary_Max","Salary_Type","Schedule","Position_Type","Who_May_Apply","Requirements","URI","Location","Country","Longitude","Latitude"
"2017-03-08T00:00:00Z","2017-03-22T00:00:00Z","Supply Technician","Supply","Army National Guard Units (Title 32)","Department of the Army","40684","52893","Per Year","Full Time","Excepted Service Permanent","Restricted to current Military members of the Iowa Army National Guard","In describing your experience, please be clear and specific. We will not make assumptions regarding your experience. Applicants who do not fully address the minimum/specialized experience needed for the position in their resume will not be referred for consideration. SECURITY CLEARANCE: Employment is subject to attaining and maintaining a secret security clearance as required by this position. If the selectee does not possess the applicable security clearance when hired, application must be made within 30 days of start date. Failure to make application for the required security clearance will result in termination. GENERAL EXPERIENCE: Experience, education, or training in a variety of operations or situations concerned with substance or content of supply actions, requiring ability to decide course of action to take, considering the circumstances or conditions encountered. Experience using computer and automation systems. SPECIALIZED EXPERIENCE : Must indicate 12 months of the following type of experience: Experience, education, or training which demonstrates a thorough knowledge of governing supply regulations, policies, procedures, and instructions applicable to the specific assignment. Experience conducting extensive searches for required information; reconstructing records for complex supply transactions; and/or provide supply operations support for activities involving specialized or unique supplies, equipment, or parts. Experience performing routine aspects of supply work based on practical knowledge of standard procedures, where assignments include individual case problems related to a limited segment in one of the major areas of supply management.","https://www.usajobs.gov:443/GetJob/ViewDetails/465484200","Johnston, Iowa","United States",-93.7122,41.6721
"2017-03-08T00:00:00Z","2017-03-15T00:00:00Z","CORE Appeals Analyst","Management, Administrative And Clerical Services","Federal Emergency Management Agency","Department Of Homeland Security","77926","120461","Per Year","Full Time","Temporary - Not to Exceed 2 Years","All U.S. Citizens View common definitions of terms found in this announcement. This announcement will close at 11:59 pm Eastern Time (ET) on Wednesday, March 15 OR at 11:59 pm ET on the date the 200 th application is received, whichever comes first.","The qualification requirements listed below must be met within 30 days of the closing date of the announcement. NOTE: Qualifications are based on breadth/level of experience. In addition to describing duties performed, applicants must provide the exact dates of each period of employment (from MM/YY to MM/YY) and the number of hours worked per week if part time. As qualification determinations cannot be made when resumes do not include the required information, failure to provide this information may result in disqualification. Applicants are encouraged to use the USAJOBS Resume Builder to develop their federal resume. For a brief video on How to Create a Federal Resume, click here . Current or former FEMA Reservists/DAE employees: To accurately credit your experience for these intermittent positions, make sure to list the dates (from MM/YY to MM/YY) of each deployment, along with the job title and specific duties you were responsible for during each deployment. Failure to provide this information may result in disqualification.","https://www.usajobs.gov:443/GetJob/ViewDetails/465485000","Bothell, Washington","United States",-122.205627,47.76137
"2016-12-23T00:00:00Z","2017-09-30T00:00:00Z","Physician (Primary Care)","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","100957","262000","Per Year","Full Time","Excepted Service Permanent","United States Citizens","BASIC REQUIREMENTS A. Citizenship. Citizen of the United States. (Noncitizens may be appointed when it is not possible to recruit qualified citizens in accordance with section A, chapter 3, paragraph 3g, this part.) B. Education. Degree of doctor of medicine or an equivalent degree resulting from a course of education in allopathic medicine or osteopathic medicine. The degree must have been obtained from an institution whose accreditation was in place for the year in which the course of study was completed. Approved schools are: Schools of medicine accredited by the Liaison Committee on Medical Education (LCME) for the year in which the degree was granted; or Schools of osteopathic medicine approved by the Commission on Osteopathic College Accreditation (COCA) of the American Osteopathic Association for the year in which the degree was granted; For foreign medical graduates not covered in (1) or (2) above, facility officials must verify with the Educational Commission for Foreign Medical Graduates (ECFMG) that the applicant has met requirements for certification, and must obtain a copy of the ECFMG certificate, if claimed by the applicant. C. Licensure and Registration. Physicians must possess a current, full and unrestricted license to practice medicine or surgery in a State, Territory, or Commonwealth of the United States, or in the District of Columbia. The physician must maintain current registration in the State of licensure if this is a requirement for continuing active, current licensure. D. Residency Training. Physicians must have completed residency training or its equivalent, approved by the Secretary of Veterans Affairs in an accredited core specialty training program leading to eligibility for board certification. (NOTE: VA Physicians involved in academic training programs may be required to be board certified for faculty status.) Approved residencies are: Those approved by the accrediting bodies for graduate medical education, the Accreditation Council for Graduate Medical Education (ACGME) or American Osteopathic Association (AOA), in the list published for the year the residency was completed; or Other residencies or their equivalents which the local Professional Standards Board determines to have provided an applicant with appropriate professional training. E. Physical Requirements. See VA Directive and Handbook 5019. F. English Language Proficiency . Physicians appointed to direct patient-care positions must be proficient in spoken and written English as required by 38 U.S.C. 7402(d) and 7407(d). Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. REFERENCE: Qualification standards for appointment as contained in VA Handbook 5005, Part 2, Appendix G2, available in the local Human Resources Office.","https://www.usajobs.gov:443/GetJob/ViewDetails/460622400","Grants Pass, Oregon","United States",-123.324661,42.4431648
"2017-03-08T00:00:00Z","2017-03-22T00:00:00Z","ASSISTANT NURSE MANAGER (Ward 1D Hospice/Palliative Care)","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","83822","114629","Per Year","Full Time","Permanent","United States Citizens","BASIC REQUIREMENTS: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Full unrestricted Licensure, Certification, or Registration required Graduate of a school of professional nursing approved by the appropriate State-accrediting agency and accredited by one of the following accrediting bodies at the time the program was completed by the applicant: The Accreditation Commission for Education in Nursing (ACEN) or The Commission on Collegiate Nursing Education (CCNE). In cases of graduates of foreign schools of professional nursing, possession of current, full, active and unrestricted registration will meet the requirement of graduation from an approved school of professional nursing. Current, full, active, and unrestricted registration as a graduate professional nurse in a State, Territory or Commonwealth (i.e., Puerto Rico) of the United States, or the District of Columbia. Grade Determinations: The following criteria must be met in determining the grade assignment of candidates, and if appropriate, the level within a grade: Nurse I Level I - An Associate Degree (ADN) or Diploma in Nursing, with no additional nursing practice/experience required. Nurse I Level II - An ADN or Diploma in Nursing and approximately 1 year of nursing practice/experience; OR an ADN or Diploma in Nursing and a bachelor's degree in a related field with no additional nursing practice/experience; OR a Bachelor's of Science in Nursing (BSN) with no additional nursing practice/experience. Nurse I Level III - An ADN or Diploma in Nursing and approximately 2-3 years of nursing practice/experience; OR an ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 1-2 years of nursing practice/experience; OR a BSN with approximately 1-2 years of nursing practice/experience; OR a Master's degree in nursing (MSN) or related field with a BSN and no additional nursing practice/experience. Nurse II - A BSN with approximately 2-3 years of nursing practice/experience; OR ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 2-3 year's of nursing practice/experience; OR a Master's degree in nursing or related field with a BSN and approximately 1-2 year's of nursing practice/experience; OR a Doctoral degree in nursing or meets basic requirements for appointment and has doctoral degree in a related field with no additional nursing practice/experience required. Nurse III - Master's degree in nursing or related field with BSN and approximately 2-3 year's of nursing practice/experience; OR a Doctoral degree in nursing or related field and approximately 2-3 year's of nursing practice/experience. Reference: VA Regulations, specifically VA Handbook 5005, Part II, Appendix G-6 Nurse Qualification Standard. This can be found in the local Human Resources Office. Education/Experience Requirements: Years of experience and educational degree factor into the determination of pay. Preferred Experience: The VA hires new graduates. Some positions require nursing experience and this is detailed in the duty section of the announcement. Experience refers to paid nursing experience. You will receive credit for all qualifying experience, including LPN experience.","https://www.usajobs.gov:443/GetJob/ViewDetails/465469300","Minneapolis, Minnesota","United States",-93.26493,44.9790344
"2017-03-08T00:00:00Z","2017-03-29T00:00:00Z","Staff Nurse (Imaging)","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","67266","112567","Per Year","Full Time","Excepted Service Permanent","ECHCS Employees and VA Wide (Current/Permanent Employees)","BASIC REQUIREMENTS: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Graduate of a school of professional nursing approved by the appropriate State-accrediting agency and accredited by one of the following accrediting bodies at the time the program was completed by the applicant: The Accreditation Commission for Education in Nursing (ACEN) or The Commission on Collegiate Nursing Education (CCNE). In cases of graduates of foreign schools of professional nursing, possession of current, full, active and unrestricted registration will meet the requirement of graduation from an approved school of professional nursing. The completion of coursework equivalent to a nursing degree in a MSN Bridge Program that qualifies for professional nursing registration constitutes the completion of an approved course of study of professional nursing. Students should submit the certificate of professional nursing to sit for the NCLEX to the VA along with a copy of the MSN transcript. (Reference VA Handbook 5005, Appendix G6) Current, full, active, and unrestricted registration as a graduate professional nurse in a State, Territory or Commonwealth (i.e., Puerto Rico) of the United States, or the District of Columbia. Grade Determinations: The following criteria must be met in determining the grade assignment of candidates, and if appropriate, the level within a grade: Nurse I Level I - An Associate Degree (ADN) or Diploma in Nursing, with no additional nursing practice/experience required. Nurse I Level II - An ADN or Diploma in Nursing and approximately 1 year of nursing practice/experience; OR an ADN or Diploma in Nursing and a bachelor's degree in a related field with no additional nursing practice/experience; OR a Bachelor's of Science in Nursing (BSN) with no additional nursing practice/experience. Nurse I Level III - An ADN or Diploma in Nursing and approximately 2-3 years of nursing practice/experience; OR an ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 1-2 years of nursing practice/experience; OR a BSN with approximately 1-2 years of nursing practice/experience; OR a Master's degree in nursing (MSN) or related field with a BSN and no additional nursing practice/experience. Nurse II - A BSN with approximately 2-3 years of nursing practice/experience; OR ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 2-3 year's of nursing practice/experience; OR a Master's degree in nursing or related field with a BSN and approximately 1-2 year's of nursing practice/experience; OR a Doctoral degree in nursing or meets basic requirements for appointment and has doctoral degree in a related field with no additional nursing practice/experience required. Nurse III - Master's degree in nursing or related field with BSN and approximately 2-3 year's of nursing practice/experience; OR a Doctoral degree in nursing or related field and approximately 2-3 year's of nursing practice/experience. Preferred Experience: Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.","https://www.usajobs.gov:443/GetJob/ViewDetails/465272300","Denver, Colorado","United States",-104.992256,39.74001
"2016-10-28T00:00:00Z","2017-10-27T00:00:00Z","Physician (Primary Care)","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","101967","225000","Per Year","Full Time","Excepted Service Permanent","US Citizens and Status Candidates","Basic Requirements : Board Certified / Board Eligible in Primary Care Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Reference: VA Regulations, specifically VA Handbook 5005, Part II, Appendix G-2 Physician Qualification Standard. This can be found in the local Human Resources Office.","https://www.usajobs.gov:443/GetJob/ViewDetails/454779700","Muskogee, Oklahoma","United States",-95.36917,35.74812
"2017-01-03T00:00:00Z","2017-11-20T00:00:00Z","Physician Assistant - Behavioral Medicine","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","90947","135741","Per Year","Full Time","Excepted Service Permanent","United States Citizens","QUALIFICATIONS: In order to qualify for this position you must meet the following: Basic Requirements: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Must be proficient in written and spoken English. Graduate of a PA training program, or of a surgical assistant program which is accredited by the Accreditation Review Commission on Education for the Physician Assistant (ARC-PA) or one of its predecessor organizations; and A Bachelor's degree from an accredited PA training program or in another health sciences related field from an accredited college or university recognized by the U.S Department of Education. Current and continuous certification by the National Commission on Certification of Physician Assistants (NCCPA) is required for employment in the VHA. Preferred Experience: Experience working in a complex hospital setting. In Addition to meeting the basic requirements, candidates must also meet all requirements described. Experience: Generally, an individual in this grade is able to demostrate the behaviors listed in the areas below after 5 years of professional practice as a PA. Education: The minimum education for this grade is a Master's Degree from a PA training program accredited by ARC-PA or in a health-related field of study. However, experience as a PA may be substituted for the Master's degree where the individual has an equivalent knowledge of the profession and has succussfully undertaken a combination of difficult or complex assignments in several clinical, administrative, research and educational arenas which required a high degree of competence. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Reference: VA Regualtion, specifically VA Handbook 5005, Part II, Appendix G8, Physician Assistant Qualification Standard. This can be found in the local Human Resources Office. VA Handbook 5005, Part II/78, Appendix G8, Physician Assistant QUALIFICATION STANDARD , dated September 5, 2014.","https://www.usajobs.gov:443/GetJob/ViewDetails/457112800","Muskogee, Oklahoma","United States",-95.36917,35.74812
"2017-02-14T00:00:00Z","2017-03-24T00:00:00Z","Licensed Practical Nurse (LPN) - Waterloo CBOC","Medical, Dental, And Public Health","Department of Veterans Affairs - Agency Wide","Department Of Veterans Affairs","29549","46377","Per Year","Full Time","Excepted Service Permanent","United States Citizens","Basic Requirements: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Graduate of a school of practical or vocational nursing approved by the appropriate State agency and/or accredited by the National League for Nursing Experience: Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Grade Determinations: In addition to the basic requirements stated in section A, the following qualification criteria must be met for each grade. The candidate's qualifications must clearly demonstrate the level of competence required for the grade. GS-3. None beyond the basic requirements. LPNs at this grade level are expected to perform all duties within the scope of their license (e.g., medication administration); however, completed work may require routine or detailed higher level review depending upon the complexity of the duties involved. GS-4. [Employees may be appointed at or advanced to GS-4 if they meet any of the criteria in paragraphs 3b(2)(a) through (c) below: (a) Six months of qualifying experience as an LPN or LVN; or (b) Graduation from an approved school (which may be waived as provided in paragraph 4 of Section C) and one year of experience that involved nursing care work in a hospital, outpatient clinic, nursing home, or other supervised medical, nursing, or patient care facility that provided a practical knowledge of human body structure and sterile techniques and procedures; or (c) Graduation from an approved school of at least 24 months duration. (d) LPNs at the GS-4 grade level perform all duties expected of employees at the GS-3 grade level; however, they are expected to exercise greater judgment, require less supervision, and to operate in accordance with all established policies, procedure, and techniques. GS-5 (a) Completion of at least 1 year of qualifying experience at the GS-4 level or equivalent. (b) Demonstrated knowledge and ability to provide a full range of practical nursing care to patients with a variety of physical and/or behavioral problems. Works with the RN and/or MD/DO to appropriately orient/train less experienced LPNs/LVNs and/or Nursing Assistants (NAs)/Health Technicians (HTs) in relation to acceptable standards of practice in promoting optimal patient care delivery. Provides effective education to patients and/or family members in relation to common disease processes, medication, and /or prescribed treatment regimes.(c) Demonstrated ability to serve as a responsible member of the nursing team and interact in an appropriate manner with patients, family members, professional and [other] supportive personnel involved in the delivery of patient care, incorporating acceptable, established customer service standards into practice. (d) Knowledge and skill sufficient to prepare, administer, and appropriately document actions taken specific to commonly prescribed oral, topical, subcutaneous, intramuscular, and/or intravenous medications as permitted by approved local facility policies and procedures. Observation and documentation will include patient's response to medication administered and the reporting of any noted change in patient's condition to RN or MD/DO. (e) Knowledge and ability to recognize the need for and to institute emergency measures when indicated, promptly seek the assistance of the RN or MD/DO, and assist in resuscitation procedures in cardiac and/or pulmonary arrest. (f) Recognizes and appropriately responds to breakage/malfunction or loss of equipment, safety hazards, and supply deficiencies, promptly reporting to appropriate personnel for corrective action. (g) Completed work is under the general supervision of an RN or MD/DO. Individuals at this grade level are expected to have a broad working knowledge of practical nursing procedures. However, completion of more complex practices or procedures may be subject to closer higher-level review. GS-6 (a) Completion of] at least one (1) year of[additional qualifying experience at the GS-5 level or equivalent, fully meeting all performance requirements for the GS-5 LPN/LVN. (b) Technically proficient in initiating, performing and completing assigned duties in providing care to variable patient populations. (c) Knowledge and ability to appropriately carry out assigned patient care based on the patients' conditions; to use judgment in selecting the appropriate order and sequence of procedures and treatments; and to accurately recognize, report and record relevant] patient information. Completed work [should need] only a general review by a registered nurse [(RN) or physician (MD/DO)] for [ ] appropriateness and conformity with [established policies/procedures. (d) Ability to observe, identify and respond to the patient's needs for care, including medication, equipment-assisted care and .patient/family education. In .organizing and delivering. care, the LPN/LVN recognizes and] considers emotional, cultural, spiritual, socio-economic, and age-related factors. (e) Prepares and administers prescribed medications (oral, topical, subcutaneous, intramuscular and/or intravenous) and performs treatments according to established policies/procedures. Observes for physical and/or emotional changes in patient's condition from prescribed medications/treatments, promptly and accurately documenting noted changes, and reporting any deviations from normal to RN or MD/DO. (f) Knowledge and ability to recognize urgent or emergent patient care situations, seek assistance of the RN and/or MD/DO, and initiate appropriate emergency interventions as directed. (g) Knowledge and understanding of human behavior, patient motivations and reactions to situations, and ability to appropriately utilize this knowledge in working effectively with patients, family members, and other staff. (h) Establishes constructive relationships with individual patients and their families to elicit feelings and attitudes, and to promote positive relationships, communication and socialization skills. Fosters an environment of respect for individual patient and family rights to privacy and dignity in all aspects of care delivery. Effectively incorporates knowledge and understanding of established customer service standards in all interactions with patients, family members, and/or other internal/external customers. (i) Knowledge and skill in performing support duties for complex diagnostic tests and/or specialized practices or procedures, which include preparing the patient, assisting in the diagnostic examination, preparing and handling specialized instruments or other specialized equipment, and monitoring the patient's condition before, during, and following the procedure. Serves as a preceptor in orienting, educating, and training less experienced LPNs/LVNs or NAs/HTs related to support duties for these more complex, specialized tests/procedures. (j) Actively seeks out educational opportunities to enhance nursing knowledge and skills, sharing new knowledge gained with other staff to improve and advance nursing practice. References: VA Handbook 5005, Part II, Appendix G13. This can be found in the local Human Resources Office.","https://www.usajobs.gov:443/GetJob/ViewDetails/464214600","Iowa City, Iowa","United States",-91.526535,41.6578255
"2017-03-01T00:00:00Z","2017-03-14T00:00:00Z","Advanced Medical Support Assistant - Comp and Pension","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","37607","48893","Per Year","Full Time","Excepted Service Permanent","United States Citizens","Basic Requirements: U.S. Citizenship: Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Experience: Six months experience of clerical, office, or other work that indicates the ability to acquire the particular knowledge and skills needed to perform the duties of the position; OR Education: One year above high school; OR Experience/Education Combination: Equivalent combination of experience and education are qualifying for an entry level for which both education and experience are acceptable. English Language Proficiency: Must be proficient in spoken and written English in accordance with VA Handbook 5005, part II, chapter 3, section A, paragraph 3j. Grade Requirements: GS-06 Advanced Medical Support Assistant: 1 year of experience equivalent to the GS-05 level. Assignment. The Advanced MSA works collaboratively in an interdisciplinary coordinated care delivery model (i.e., patient aligned care team, or other specialty care setting where the patient aligned care team model is used such as oncology, HIV, SCI, Military Sexual Trauma, etc.). The Advanced MSA coordinates with the patient care team to review the clinic utilization by using various reports (e.g., Clinic Utilization Statistical Summary), ensure that the clinic setup is closely monitored to effectively support the needs of the clinic, and make any necessary adjustments. They develop/maintain effective and efficient communication with the patient, interdisciplinary team, VA medical centers, and other agencies (e.g., assist with communications during the inpatient to outpatient discharge; communicate with non-VA medical facilities; facilitate/process secure messaging with the patient and team; notify patients of normal lab results; develop and manage a tracking system for follow up care such as consults, tests, etc.). Other assignments at this level include, but are not limited to: participating in team huddles and team meetings to manage and plan patient care; setting priorities and deadlines, adjusting the flow and sequencing of the work to meet team and patient needs; may work with the team to reinforce the plan of care and self-help solutions and entering appropriate information into the electronic record; monitoring pre-appointment requirements to assure readiness for patient visit/procedure (e.g., X-ray, lab work); managing electronic wait list to verify and validate accuracy and resolve issues; participating and providing input in problem solving on operational issues or procedures in team meetings, performing administrative follow up actions; participating in and independently following up on team huddles by sharing information and collaborating with the medical team to assure continuity of care; evaluating patient information and clinic schedule lists to determine whether patient is vested; educating providers about shared patients (those who receive their care at multiple VAs or those who have care in the community) and bringing to the attention of the provider. For all assignments above the full performance level, the higher level duties must consist of significant scope, administrative independence, complexity (difficulty) and range of variety as described in this standard at the specified grade level and be performed by the incumbent at least 25% of the time. Demonstrated Knowledge, Skills, and Abilities (KSAs). Candidates must demonstrate the KSAs below: 1. Ability to collaborate, communicate, set priorities, and organize the work in order to meet deadlines, ensuring compliance with established processes, policies, and regulations. 2. Ability to communicate tactfully and effectively, both orally and in writing, in order to meet program objectives. This may include preparing reports in various formats and presenting data to various organizational levels. 3. Advanced knowledge of the technical health care process as it relates to access to care. 4. Advanced knowledge of managing a clinic. This includes independently utilizing reference sources, decision making, and empowering the team to collaborate and resolve problems within a complex systems environment. 5. Advanced knowledge of policies and procedures associated with operational activities that affect the patient flow, patient care, and the revenue process. 6. Advanced knowledge of medical terminology due to the technical nature of language utilized by clinicians. References: VA Handbook 5005/27, Part II, Appendix G45, Medical Support Assistant Qualification Standard, dated June 7, 2012. Salary to be determined by Professional Standard Board of your peers and based on your education, experience, and professional accomplishments. Designated Drug-Testing Position: Applicants tentatively selected for VA employment in a testing designated position are subject to urinalysis to screen for illegal drug use prior to appointment. Applicants who refuse to be tested will be denied employment with VA. Applicants will not be appointed to the position if a verified positive drug test result is received. [If applicable] Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.","https://www.usajobs.gov:443/GetJob/ViewDetails/465023800","Richmond, Virginia","United States",-77.4336548,37.5407
"2017-03-08T00:00:00Z","2017-03-22T00:00:00Z","HUMAN RESOURCES SPECIALIST (MILITARY)","Human Resources","Air National Guard Units (Title 32)","Department of the Air Force","49765","64697","Per Year","Full Time","Indefinite","Restricted to CURRENT members of the Mississippi AIR National Guard. Your current military status, unit of assignment, military grade/rank, and AFSC MUST be included on resume to be considered for this position.","GENERAL EXPERIENCE: You must possess experience, education, or training which Experience, education or training which involves the exercise of analytical ability, judgment, discretion, and personal responsibility, and application of a substantial body of knowledge of principles, concepts and practices applicable to one or more fields of administration or management. Experience using computer and automation systems. SPECIALIZED EXPERIENCE: You must possess and document at least 24 months of specialized experience, education, or training involving the administering, delivering, maintaining, advising, and adapting basic concepts, principles, and theories of Human Resources to the unique organizational, management, and mission requirements. You must list specific dates (DAY/MONTH/YEAR) of experience on resume to be considered. Your application must contain a description of both civilian and military experience as it relates to the general and specialized experience requirements. **** ATTENTION **** Your current military status, unit of assignment, military grade/rank and MOS/AFSC MUST be listed on your resume to be considered for the position. MILITARY REQUIREMENTS: Selected candidates will be required to be in a compatible military grade and assignment prior to the effective date of placement. You must provide proof with application of eligibility to hold appropriate military grade. Military Grades: E1 thru E6 Compatible Military Assignments: 3S0X1, 3S2X1 Quality of Experience - Candidates' experience should be evaluated on the basis of duties performed rather than strictly on the rank of the individual; however, established compatibility criteria/assignments must be followed. The applicant's record of experience, training, and education must show possession of the knowledge, skills, and abilities needed to fully perform the duties of the position to be filled. Military Requirements - Military skill set is determined by AFSC/MOS requirements. Upon selection, individuals must be assigned to a compatible military AFSC/MOS in accordance with statutes and National Guard Bureau regulations and must obtain/maintain all requirements of the AFSC/MOS. Specific requirements are found in: references listed below, NGB Compatibility tables and your local Personnel section. References Position Description, Classification Release Old NGB Qualification Standard For Army - DA Pamphlet 611-21 For Air Force - AFOCD and AFECD OPM Classification Standards","https://www.usajobs.gov:443/GetJob/ViewDetails/465487000","Flowood, Mississippi","United States",-90.13994,32.3117256
"2017-03-09T00:00:00Z","2017-03-13T00:00:00Z","Legal Assistant (Senior Case Technician)","Legal and Claims Examination","Social Security Administration","","33737","54332","Per Year","Full Time","Permanent","United States Citizens","GS-5: Requires 1 year of specialized experience performing all or most of the following tasks including: Applying laws, rules or regulations and written guidelines; Communicating orally in order to provide information, assistance, or instructions to members of the general public or their representatives; Performing administrative and clerical processes using a computer to reconcile discrepancies, associate documents with related files/records, etc.; Writing correspondence in response to inquiries and drafted a variety of other written products. GS-6: Requires 1 year of specialized experience independently performing all or most of the following tasks: Applying and interpreting laws, rules, regulations, and written guidelines; Communicating orally with a large volume (daily or continuously) of people from different socioeconomic backgrounds in order to provide or elicit information; Performing administrative and clerical processes using a computer to reconcile discrepancies; and Writing correspondence in response to technical inquiries and drafting a variety of other written products. GS-7: Requires one year of specialized experience equivalent independently performing all or most of the following tasks: Interpreting complex laws, regulations and written guidelines (e.g., Federal, State or County laws); Communicating orally, with a large volume of people from different socioeconomic backgrounds in order to resolve problems and provide advice/guidance about program policies, benefits, etc.; Performing administrative and clerical processes using a computer to reconcile discrepancies; and w riting correspondence in response to complex inquiries for technical information and preparing a variety of other types of written work products. NOTE: Part-time work is prorated in crediting experience (e.g., if you work 20 hours per week for a 12 month period, you will be credited with 6 months of experience).","https://www.usajobs.gov:443/GetJob/ViewDetails/465486300","Richmond, Virginia","United States",-77.4336548,37.5407
"2017-03-09T00:00:00Z","2017-04-10T00:00:00Z","BASE SERVICES MANAGER","Management, Administrative And Clerical Services","Air National Guard Units (Title 32)","Department of the Air Force","60210","78270","Per Year","Full Time","Excepted Service Permanent","US Citizens and Status Candidates","EXPERIENCE REQUIREMENTS: EACH APPLICANT MUST FULLY SUBSTANTIATE -IN THEIR OWN WORDS- THAT THEY MEET THE REQUIREMENTS OF THE SPECIALIZED EXPERIENCE LISTED BELOW; OTHERWISE, THE APPLICANT WILL BE CONSIDERED UNQUALIFIED FOR THIS POSITION. DO NOT COPY FROM THE VACANCY ANNOUNCEMENT OR THE POSITION DESCRIPTION. General Experience: Experience, education, or training which provided a general knowledge of principles of organization, management, and administration. Experience using computer and automation systems. Specialized Experience: GS-11 Level - Must possess 36 months: experience, education or training in program or managerial experience in a type of work or a combination of functions directly related to the position to be filled or in comparable work or functions. Experience developing and recommending policy; organizing and carrying out specific programs, evaluating and recommending changes in methods of operations. Experience in supervisory, staff or technical work which included study, analysis or evaluation leading to the development or improvement of managerial or administrative policies, practices and procedures. Experience preparing written communications and oral presentations. Military Requirements - Military skill set is determined by AFSC requirements. Upon selection, individuals must be assigned to a compatible military AFSC in accordance with statutes and National Guard Bureau regulations and must obtain/maintain all requirements of the AFSC. *Other Requirements - For positions requiring the operation of motor vehicles, candidates must have a valid state driver's license for the state in which they live or are principally employed.","https://www.usajobs.gov:443/GetJob/ViewDetails/465475300","Springfield, Illinois","United States",-89.64361,39.8010559
